(('1960', '01', '163690'), -15.08924731182796)
(('1960', '01', '163950'), -14.255645161290323)
(('1960', '01', '167710'), -16.08602150537634)
(('1960', '01', '167980'), -15.82903225806452)
(('1960', '01', '169880'), -16.79462365591398)
(('1960', '01', '172680'), -18.305376344086024)
(('1960', '01', '173810'), -16.556989247311826)
(('1960', '01', '180750'), -13.03010752688172)
(('1960', '01', '180940'), -14.304599659284506)
(('1960', '01', '183760'), -18.005376344086013)
(('1960', '01', '188830'), -11.029838709677422)
(('1960', '01', '192830'), -16.74435483870967)
(('1960', '01', '52230'), -0.11290322580645139)
(('1960', '01', '53200'), -0.6526881720430106)
(('1960', '01', '53260'), -0.8217741935483872)
(('1960', '01', '53360'), 0.4233870967741935)
(('1960', '01', '53370'), -0.32043010752688217)
(('1960', '01', '53650'), -0.6601769911504419)
(('1960', '01', '54330'), 0.23225806451612904)
(('1960', '01', '55570'), 0.35145631067961147)
(('1960', '01', '62180'), -1.6636054421768718)
(('1960', '01', '62190'), -0.26199999999999984)
(('1960', '01', '62410'), -1.547108843537415)
(('1960', '01', '63050'), -1.5943965517241374)
(('1960', '01', '63220'), -1.3070175438596483)
(('1960', '01', '64020'), -0.9795698924731185)
(('1960', '01', '64520'), -3.4139784946236564)
(('1960', '01', '64600'), -0.4370967741935486)
(('1960', '01', '65160'), -1.9989778534923368)
(('1960', '01', '65640'), -3.2168421052631575)
(('1960', '01', '65730'), -1.8526881720430106)
(('1960', '01', '66120'), -0.7225806451612905)
(('1960', '01', '66410'), -2.304328018223233)
(('1960', '01', '68550'), -1.0596774193548384)
(('1960', '01', '71380'), -1.1086021505376344)
(('1960', '01', '71430'), -2.126767676767677)
(('1960', '01', '71470'), -2.4894557823129237)
(('1960', '01', '72080'), -1.49247311827957)
(('1960', '01', '73250'), -4.0924731182795675)
(('1960', '01', '73430'), -4.401612903225809)
(('1960', '01', '74180'), -3.47309090909091)
(('1960', '01', '74600'), -3.836559139784947)
(('1960', '01', '75040'), -3.1548387096774193)
(('1960', '01', '76470'), -2.603225806451613)
(('1960', '01', '77220'), -0.26290322580645215)
(('1960', '01', '78400'), -1.5067164179104484)
(('1960', '01', '79580'), -0.9333333333333333)
(('1960', '01', '81060'), -1.1967741935483873)
(('1960', '01', '81560'), -2.943)
(('1960', '01', '81620'), 0.013333333333333633)
(('1960', '01', '82230'), -3.4989247311827962)
(('1960', '01', '82260'), -2.5927152317880795)
(('1960', '01', '82490'), -4.937991266375541)
(('1960', '01', '82650'), -3.444036697247706)
